text,label
tbh thissss is soldi 😁,Positive
greattt job 😏 totally helpful,Sarcastic
bro this is fanatstic ✨,Positive
idk this is fantastic 🔥,Positive
highkeyyy it was standard 😐,Neutral
lowkeyyyy it was normal 😐,Neutral
fr it was averageeeee 🫤,Neutral
omg this is awufl 😡,Negative
omg this is soliddddd 😍,Positive
best ever 😏 totally helpufl,Sarcastic
bro thisss is annoying 💔,Negative
omg this is greatttt ✨,Positive
lowkeyyyyy this is annoying 😠,Negative
highkye this is trash 😡,Negative
ngl tihssss is great ✨,Positive
ihghkey this is awesome 🥳,Positive
greatttt job 😏 totlalyyy helpful,Sarcastic
bro this is awesmoeeee 🤩,Positive
loveeeee that for me 👏 ottally helpflu,Sarcastic
lol this is perfect 😁,Positive
yeahhh sure 😒 totallyyyy heplful,Sarcastic
fr this is perfect 🔥,Positive
idk thisss is great 🔥,Positive
just perefct 😏 totallyyyy hlepful,Sarcastic
omg this is bad 💔,Negative
fr this is lit 🤩,Positive
bro thissss is worstttt 😒,Negative
tbh it was ergularrr 🙂,Neutral
lowkeyyyyy thisss is lit 🤩,Positive
omg this is awful 😭,Negative
lol it was okayyyy 🫤,Neutral
ihghkey this is annoying 😒,Negative
fr this is awesoemee 🔥,Positive
omg it was standadr 😐,Neutral
omg this is afwul 😭,Negative
lowkeyyyy it was ergular 🫤,Neutral
greattttt job 😒 totally helpful,Sarcastic
fr it was regularrrr 🫤,Neutral
ngl it was reuglar 🤷,Neutral
highkeyyyyy this is lit ✨,Positive
tbh this is fantastci 🤩,Positive
tbh this is fantastic 🔥,Positive
omg thisssss is pathetic 😠,Negative
omg this is lit ❤️,Positive
idk this is lit ❤️,Positive
greattt job 🙃 totallyyyy helpfulllll,Sarcastic
lowkeyyy this is awfullll 😤,Negative
idk thisssss is worst 😡,Negative
lowkeyyyy tihsss is trash 👎,Negative
highkeyyyyy this is fnatastic 🤩,Positive
lol this is awesome 🤩,Positive
besttt ever 🙄 totallyyyy helpfulllll,Sarcastic
ngl it was fineeee 🙂,Neutral
lowkeyyy this is pathetic 😤,Negative
yeah sure 🙄 totally helpfulll,Sarcastic
fr thissss is fantasitc 🔥,Positive
just perfecttt 😏 totally helpfullll,Sarcastic
ngl this is amazingggg 😍,Positive
wow amzainggggg 👏 toatlly helpflu,Sarcastic
bro it was okayyyyy 🫤,Neutral
wow amazing 😏 totallyyyy helpufl,Sarcastic
highkeyyyyy this is trashhhh 😤,Negative
best ever 😏 ttoallyyy helfpul,Sarcastic
idk it was standarddd 🙂,Neutral
bro it was standadr 🫤,Neutral
besttttt ever 🙄 totally ehlpful,Sarcastic
wow amazing 😏 totally ehlpfulll,Sarcastic
just perfect 🙃 totally helpfulll,Sarcastic
lol it was avreage 😐,Neutral
highkeyyyyy thissss is bad 😤,Negative
bro this is aamzinggggg ❤️,Positive
ngl this is lit 😄,Positive
omg it was nomral 😐,Neutral
idk this is great 🔥,Positive
tbh tihsssss is solid 🤩,Positive
lowkeyyy htisssss is solid 😄,Positive
bro thisss is waesome 😁,Positive
highkey this is terrible 😒,Negative
idk this is terribleeeee 😭,Negative
lol this is annoyingggg 😒,Negative
idk this is awful 😒,Negative
lowkey this is worts 😠,Negative
lowkey this is awesome ❤️,Positive
great job 😂 totallyyyy hlepful,Sarcastic
greattttt job 😒 toatlly helpflu,Sarcastic
idk thisssss is aamzinggggg 🔥,Positive
lol thisssss is trash 😒,Negative
best ever 😒 totalyl helpfulll,Sarcastic
lol this is great 😍,Positive
best everrr 😒 totallyyy helpful,Sarcastic
omg thisssss is trash 😡,Negative
best evrerr 😏 totallyyyy helpfulllll,Sarcastic
ngl this is fantastic 🤩,Positive
lokwey it was standard 😐,Neutral
besttttt everrr 🙄 totallyyy helpfulllll,Sarcastic
omg this is soliddddd 😄,Positive
loveeee that for me 🙃 totallyyyyy helpfulll,Sarcastic
besttt eevrrrrr 😒 totallyyy helpfulllll,Sarcastic
bro it was satndard 🤷,Neutral
idk it was regularrrrr 🙂,Neutral
highkey thisss is pathetic 😒,Negative
tbh this is pahteticccc 😠,Negative
lowkey this is amzaingggg 😁,Positive
wow amazing 👏 totallyyyy hlepfulllll,Sarcastic
omg this is maazing 😍,Positive
ngl thisss is terrible 😡,Negative
ngl thissss is greatttt ❤️,Positive
ngl it was okayyyyy 😐,Neutral
hgihkey it was fineee 🫤,Neutral
bro tihssss is patheticcccc 👎,Negative
bestttt eevrrr 🙄 totalyl helfpul,Sarcastic
lowkeyyyy thisss is trash 👎,Negative
tbh it was regluar 🙂,Neutral
omg this is wrost 😒,Negative
highkeyyyyy it was fine 🤷,Neutral
fr this is awful 💔,Negative
lol this is fnatastic ❤️,Positive
best ever 😂 ttoally helpful,Sarcastic
omg thissss is annoyingggg 👎,Negative
bro this is solidddd 😍,Positive
tbh this is terrible 😒,Negative
greattttt job 🙄 totallyyy helpful,Sarcastic
lol this is tarsh 👎,Negative
lowkey it was okayyyyy 😐,Neutral
lol it was fineee 🙂,Neutral
tbh thisssss is worst 😭,Negative
fr thisss is annoying 😠,Negative
lowkeyyyyy it was okay 🤷,Neutral
greattt job 😏 totallyyy helpful,Sarcastic
ngl this is annoying 😞,Negative
tbh it was standard 😐,Neutral
bro it was standadrdd 🤷,Neutral
bro it was fine 🤷,Neutral
olwkey this is pathetic 💔,Negative
lol this is pathetic 😠,Negative
ngl this is perfect 🥳,Positive
just perfect 🙄 totallyyy helpful,Sarcastic
bro thisssss is greattt ✨,Positive
highkeyyyy this is worstttt 😒,Negative
yeahhhh sure 😏 totally helpfullll,Sarcastic
yeahhhhh sure 😒 totally helpfullll,Sarcastic
lol this is awesomeeee 😍,Positive
fr it was standadrddd 🫤,Neutral
ngl it was regularrrrr 🤷,Neutral
idk this is greatttt 🥳,Positive
tbh this is perfect 🥳,Positive
highkey thissss is trahs 👎,Negative
idk it was standard 🫤,Neutral
ngl this is fnatasticccc ✨,Positive
fr thissss is awesome 😄,Positive
just perfect 😒 totallyyy helpfullll,Sarcastic
best ever 😂 totally helfpul,Sarcastic
bro this is awesome ❤️,Positive
bro thisss is terrible 😤,Negative
fr thisss is apthetic 💔,Negative
love thatttt for me 👏 totally helpfullll,Sarcastic
love that for me 👏 totally helpfulllll,Sarcastic
yeah sure 😏 totally helpful,Sarcastic
wow amazinggg 😒 totally helpful,Sarcastic
best ever 👏 totallyyy hlepful,Sarcastic
highkey it was regular 😐,Neutral
higkhey thisssss is amazing 😁,Positive
bro this is awful 😞,Negative
lowkey this is terrible 😤,Negative
tbh thissss is amazing 😍,Positive
fr this is awesomeeee 🔥,Positive
wow amazing 😏 totally helpfulllll,Sarcastic
wow amazingggg 🙄 toatlly helpful,Sarcastic
omg this is wrost 💔,Negative
just perfect 😒 ottally helpfullll,Sarcastic
lol this is amazingggg 🤩,Positive
just perfecttttt 😂 totally helpful,Sarcastic
idk thisss is awful 😤,Negative
fr thissss is bad 👎,Negative
bro thissss is bad 😒,Negative
bro this is awesome 😁,Positive
omg thisss is awfullll 😒,Negative
lowkeyyyy this is terrilbe 😤,Negative
lowkey thisssss is great 🔥,Positive
highkey it was nomral 🫤,Neutral
lol this is amazing 🤩,Positive
fr it was standardddd 🫤,Neutral
justtt perfetc 🙄 totlaly hlepful,Sarcastic
lowkey it was regluarrrr 🤷,Neutral
higheky this is bad 😤,Negative
justtt prefect 🙃 totallyyyy helpfulll,Sarcastic
lol this is awful 😡,Negative
ngl thissss is lit 😄,Positive
tbh this is awesoem 🥳,Positive
love that for me 👏 totallyyyyy helpfullll,Sarcastic
love thatttt for me 😏 totallyyy helpfulllll,Sarcastic
idk this is trashhhhh 💔,Negative
idk thisss is perefct ❤️,Positive
tbh thisss is perfect 😍,Positive
justtt perfect 😒 totally helpufl,Sarcastic
omg this is great 😄,Positive
lowkey it was normallll 😐,Neutral
greattttt job 🙃 ottally helpfulllll,Sarcastic
highkye this is perfect ✨,Positive
ngl thissss is great 🤩,Positive
lol it was fineeee 😐,Neutral
yeahhhhh sueree 👏 totally helpful,Sarcastic
idk thisss is bad 😒,Negative
fr thisss is great 😁,Positive
tbh it was fnieeeee 🫤,Neutral
tbh thisssss is awful 😒,Negative
idk this is lit 🤩,Positive
ngl thisss is bad 😤,Negative
bro this is lit 😄,Positive
idk this is fantastciccc 😍,Positive
lol this is great ✨,Positive
love thtattt for me 😒 totallyyyy helpfullll,Sarcastic
justttt perfect 🙄 totally helpful,Sarcastic
besttt ever 🙃 totally helpful,Sarcastic
yeah sure 🙃 totallyyyy helpful,Sarcastic
highkeyyyy this is awesome 😍,Positive
justtt perfectttt 👏 totally helpful,Sarcastic
best everrr 😏 totallyyyy helpfulll,Sarcastic
tbh it was regular 🙂,Neutral
tbh this is awufl 😡,Negative
best ever 👏 totally helpfulllll,Sarcastic
hihgkey tihsss is terrible 😞,Negative
tbh it was normal 🫤,Neutral
wow amazing 😒 totallyyy helpful,Sarcastic
highkey thisssss is perfcet 🥳,Positive
loweky this is awesome ❤️,Positive
fr thisss is amazing 🥳,Positive
besttt ever 😏 totallyyyyy helpful,Sarcastic
tbh it was okayyy 🤷,Neutral
great job 😏 totallyyy helfpul,Sarcastic
great job 🙄 totallyyy helpfulllll,Sarcastic
lowkeyyy this is fantasticcc ✨,Positive
ngl this is perfectttt 😄,Positive
idk this is soild 🥳,Positive
tbh it was regularrrr 😐,Neutral
lowkeyyyy thissss is terribleeeee 😭,Negative
love thattttt for me 👏 totally helpfulll,Sarcastic
omg this is awesome 🔥,Positive
yeahhhh sure 😂 totally helpufl,Sarcastic
fr it was averaegeee 🙂,Neutral
tbh it was regluarrr 🙂,Neutral
wow amazinggggg 😏 totallyyyyy hlepfulllll,Sarcastic
tbh this is amazingggg 😍,Positive
ngl thissss is lit ✨,Positive
lol this is awesome 😍,Positive
tbh thissss is nanoyingggg 😭,Negative
tbh this is awflu 😭,Negative
wow amazing 😂 totally helpful,Sarcastic
lowkeyyyyy this is pefrecttttt ❤️,Positive
justtttt perfecttt 🙄 totallyyy helpful,Sarcastic
fr thissss is aweosme 😄,Positive
highkeyyy it was standard 🫤,Neutral
great job 😏 totallyyyyy helpfulllll,Sarcastic
bro this is solid 🔥,Positive
lowkeyyyy this is annoying 😭,Negative
idk this is perfecttttt 🥳,Positive
love that for me 😒 totalyl helpful,Sarcastic
omg htisssss is perfect ✨,Positive
idk this is awesome 🔥,Positive
yaehhhhh sure 👏 totally heplful,Sarcastic
highkeyyyy this is terrible 💔,Negative
omg tihsss is bad 😤,Negative
highkey this is worst 😭,Negative
lol thissss is trash 😞,Negative
tbh it was fineeee 🙂,Neutral
lol thisss is awesomeeeee 😁,Positive
ngl this is patheticccc 💔,Negative
bro thissss is patheticcc 😤,Negative
highkeyyyyy it was onrmalllll 🤷,Neutral
besttt everrrr 😂 totally helpful,Sarcastic
fr it was fineee 😐,Neutral
omg thisssss is perfetc 🤩,Positive
fr this is awesome 🤩,Positive
omg this is soliddddd 🥳,Positive
tbh thissss is pathetic 👎,Negative
ngl it was regular 🫤,Neutral
tbh this is perfect ✨,Positive
omg this is terrible 👎,Negative
fr this is worst 😤,Negative
highkeyyy this is lit ❤️,Positive
highkey this is soliddd 🤩,Positive
omg thisssss is fantastic 🥳,Positive
omg it was regularrrr 🫤,Neutral
highkye thisssss is awful 😒,Negative
lowkeyyyy it was okay 🤷,Neutral
tbh this is trashhhhh 😤,Negative
lol this is pathteicccc 😒,Negative
lowkeyyyy it was fineee 🫤,Neutral
highkeyyy thisssss is terribleeee 😠,Negative
ngl it was standardddd 😐,Neutral
lowkey this is pathetic 😭,Negative
omg it was okayyyyy 🤷,Neutral
omg thisss is solid 🔥,Positive
fr thissss is awesome 😍,Positive
lol this is great 🔥,Positive
tbh this is worsttttt 😒,Negative
tbh tihsss is solid 🥳,Positive
bro this is trashhhhh 😞,Negative
omg this is bad 😞,Negative
wow amazing 👏 totallyyy ehlpful,Sarcastic
loweky this is pathetic 👎,Negative
lowkey this is annoying 😞,Negative
fr this is lit 😄,Positive
lol this is awful 😤,Negative
tbh thisss is lit 🔥,Positive
bestttt ever 😂 totallyyy helpful,Sarcastic
tbh this is awesomeeee ✨,Positive
lowkey this is awesome 😍,Positive
lol thsissss is bad 😠,Negative
bro this is great 😁,Positive
fr this is soild 🥳,Positive
wow amaizng 🙄 totallyyyy heplful,Sarcastic
love thattttt for me 😏 totally helpfulllll,Sarcastic
great job 👏 totally helpfulll,Sarcastic
tbh this is fantastic 😄,Positive
omg thisssss is annoying 😒,Negative
gretatt job 😒 totally helpfullll,Sarcastic
lol this is trash 😡,Negative
highkeyyyy it was okay 🙂,Neutral
omg thisssss is great 😄,Positive
best ever 😂 totallyyyy helpfulllll,Sarcastic
wow amazing 🙃 totlaly heplfulll,Sarcastic
ngl thisssss is bad 😤,Negative
highkey this is tarsh 😡,Negative
jsutttt perfect 😒 totallyyy helpful,Sarcastic
tbh this is worst 😭,Negative
bro this is trashhhhh 😒,Negative
lol thisssss is worst 💔,Negative
greatttt job 😂 totlaly helpful,Sarcastic
tbh it was regularrrrr 🫤,Neutral
bro this is annyoing 💔,Negative
bro thisssss is aewsome 🤩,Positive
ngl thisssss is soliddd 🤩,Positive
besttttt everrr 😏 totally helpful,Sarcastic
lowkey it was average 🫤,Neutral
omg it was regular 😐,Neutral
wow aamzing 👏 totally helpful,Sarcastic
ngl thsiss is trashhhhh 😭,Negative
wow amazing 😏 ottally helfpul,Sarcastic
tbh this is aweosme 😁,Positive
omg this is awesome 😄,Positive
wow amaznig 😏 totally hlepfulllll,Sarcastic
ngl this is great 🥳,Positive
bro it was ergular 🤷,Neutral
omg this is trash 😤,Negative
lol thissss is solid 🤩,Positive
idk it was okay 🤷,Neutral
just perfcet 😂 totally hlepful,Sarcastic
lowkye thisssss is bad 😒,Negative
highkey thissss is great 🤩,Positive
idk this is solidddd ✨,Positive
just perfect 👏 totallyyyy helpful,Sarcastic
ngl it was okayyyyy 🤷,Neutral
highkey it was regular 🤷,Neutral
tbh this is annoynig 😡,Negative
best everrrrr 😒 totally helpful,Sarcastic
highkeyyyyy it was fineeeee 🙂,Neutral
yeah sureeee 🙃 totallyyyy helpfulll,Sarcastic
lwokey it was regularrr 🤷,Neutral
greta job 👏 totalyl hlepful,Sarcastic
best ever 😏 totally heplful,Sarcastic
lowkey this is pathetic 👎,Negative
lol this is amazing 🔥,Positive
yeah sure 😏 totallyyy helpflu,Sarcastic
fr thisssss is oslidddd ✨,Positive
wow maazing 😂 totally helpful,Sarcastic
omg this is awesome 🤩,Positive
highkeyyyy it was fine 🙂,Neutral
idk this is awful 😞,Negative
justtttt perfecttt 🙃 totally helpful,Sarcastic
lowkey thissss is perfect 😄,Positive
bro it was averageeeee 🙂,Neutral
ngl this is amazing ❤️,Positive
highkey thisssss is annoying 💔,Negative
idk thissss is great 😄,Positive
greattt job 🙄 totally helpfulll,Sarcastic
lol this is annoynigggg 😒,Negative
lowkey this is worsttt 😒,Negative
fr it was standrad 😐,Neutral
fr thisssss is owrst 💔,Negative
yeah sure 😂 ttoally helpfullll,Sarcastic
tbh this is annoyinggggg 💔,Negative
highkeyyyy this is soliddd 😍,Positive
just perfecttttt 😏 totallyyyyy helpful,Sarcastic
omg this is pathetic 😭,Negative
ujstttt perfect 🙃 totally helpful,Sarcastic
ngl this is annoying 💔,Negative
tbh this is perfetc 😄,Positive
tbh thisss is worst 😠,Negative
best ever 🙄 totallyyy helpful,Sarcastic
omg thsissss is awful 😭,Negative
bro this is awesome 😄,Positive
ngl this is terribleeee 😠,Negative
fr thisss is bad 😤,Negative
fr this is terirble 👎,Negative
highkey it was standadrdddd 🙂,Neutral
bestttt ever 😏 totalyl helpful,Sarcastic
tbh this is trahs 👎,Negative
lowkey it was okay 🙂,Neutral
lol this is awesomeeee 😁,Positive
lol thisss is annoying 😒,Negative
tbh thisssss is perfect 😍,Positive
omg thisssss is awesome 🤩,Positive
fr this is rtash 😒,Negative
idk thissss is trahs 😡,Negative
highkey thisss is annoying 😠,Negative
just perfectttt 🙃 totalyl ehlpful,Sarcastic
yeah sureee 👏 totally helpful,Sarcastic
tbh it was normalllll 🙂,Neutral
idk thisss is trash 😠,Negative
wow amazing 😏 totallyyyy heplfullll,Sarcastic
ngl htisss is great ❤️,Positive
fr thisssss is amazinggg 🤩,Positive
highkey this is pathetci 😭,Negative
tbh thisssss is worst 💔,Negative
justttt perfetc 😏 totally helpful,Sarcastic
bro this is annoying 😞,Negative
lowkey this is bad 😞,Negative
lol thissss is great ❤️,Positive
idk thissss is annoying 😡,Negative
just perfecttt 🙃 totally helpful,Sarcastic
highkey thisssss is amazing 😁,Positive
bro thissss is pathetic 👎,Negative
just perfect 👏 totallyyyyy helpful,Sarcastic
lol thisssss is terribel 😤,Negative
ngl this is worst 👎,Negative
lowkey this is worst 😤,Negative
tbh it was regularrr 🤷,Neutral
idk this is amazing ❤️,Positive
highkey it was regualr 😐,Neutral
yeah sure 😒 totallyyyy helpful,Sarcastic
fr this is amazing 😄,Positive
lowkey this is pathetic 😡,Negative
ngl thisssss is awful 😒,Negative
lol this is perfecttt 😁,Positive
love thattt for me 😏 totally helpuflllll,Sarcastic
loweky this is annoyinggg 👎,Negative
fr this is pathetic 😞,Negative
bestttt ever 😏 totallyyyyy helpful,Sarcastic
great job 😒 ottallyyyy helpful,Sarcastic
tbh thissss is etrrible 😤,Negative
bro this is awesome 😍,Positive
ngl this is awful 😠,Negative
wow amazign 🙃 totally helpful,Sarcastic
justtt eprfect 🙄 totallyyy helpfulll,Sarcastic
ngl this is annoyinggggg 😤,Negative
idk thissss is pathetic 👎,Negative
tbh thissss is awesome ❤️,Positive
lol it was rgeular 🤷,Neutral
yeah sureeeee 😂 totallyyy helpful,Sarcastic
ngl it was averageee 🫤,Neutral
